category_ru,category_sr_latn,category_en,dish_ru,dish_sr_latn,dish_en,description_ru,description_sr_latn,description_en,price_rsd,weight_text,allergen_text,image_file,sort_order,visible
,,,,,,,,,,,,,,yes
